"_id","corrected_question","intermediary_question","sparql_query","sparql_template_id"
"78","¿Qué autores nacidos en España cultivaron tanto la novela como la dramaturgia?","¿Cuál es el <autor> cuyo <país de nacimiento> es <España> y cuyo <género> es <novela> y también <dramaturgia>?","SELECT DISTINCT ?uri WHERE { ?uri <http://novelas-populares.org/paisDeNacimiento> <http://novelas-populares.org/pais_espana> . ?uri <http://novelas-populares.org/tieneGenero> <http://novelas-populares.org/genero_novela> . ?uri <http://novelas-populares.org/tieneGenero> <http://novelas-populares.org/genero_dramaturgia> . ?uri a <http://novelas-populares.org/Autor> }","308"
"79","¿Qué editoriales publicaron novelas de Maurice Leblanc?","¿Cuál es la <editorial> de novelas cuyo <autor> es <Maurice Leblanc>?","SELECT DISTINCT ?uri WHERE { ?x <http://novelas-populares.org/tieneAutor> <http://novelas-populares.org/autor_maurice_leblanc> . ?x <http://novelas-populares.org/publicadaPor> ?uri . ?uri a <http://novelas-populares.org/Editorial> }","6"
"80","¿Cuál es el fundador y el idioma original de las novelas de la Editorial Juventud?","¿Cuál es el <fundador> de <Editorial Juventud> y el <idioma original> de sus novelas?","SELECT DISTINCT ?fundador ?idioma WHERE { <http://novelas-populares.org/editorial_editorial_juventud> <http://novelas-populares.org/fundadaPor> ?fundador . ?x <http://novelas-populares.org/publicadaPor> <http://novelas-populares.org/editorial_editorial_juventud> . ?x <http://novelas-populares.org/tieneIdiomaOriginal> ?idioma }","9"
"81","¿Qué novelas de autores argentinos hay en la colección?","¿Cuál es la <novela> cuyo <autor> nació en <Argentina>?","SELECT DISTINCT ?uri WHERE { ?uri <http://novelas-populares.org/tieneAutor> ?a . ?a <http://novelas-populares.org/paisDeNacimiento> <http://novelas-populares.org/pais_argentina> . ?uri a <http://novelas-populares.org/Novela> }","3"
"82","¿Qué autores nacidos en Francia cultivaron la novela policíaca?","¿Cuál es el <autor> cuyo <país de nacimiento> es <Francia> y cuyo <género> es <novela policíaca>?","SELECT DISTINCT ?uri WHERE { ?uri <http://novelas-populares.org/paisDeNacimiento> <http://novelas-populares.org/pais_francia> . ?uri <http://novelas-populares.org/tieneGenero> <http://novelas-populares.org/genero_novela_policiaca> . ?uri a <http://novelas-populares.org/Autor> }","308"
"83","¿Qué novelas de la Casa Editorial Maucci tienen ejemplar en castellano?","¿Cuál es la <novela> cuya <editorial> es <Casa Editorial Maucci> y cuyo <idioma del ejemplar> es <Castellano>?","SELECT DISTINCT ?uri WHERE { ?uri <http://novelas-populares.org/publicadaPor> <http://novelas-populares.org/editorial_casa_editorial_maucci> . ?uri <http://novelas-populares.org/tieneIdiomaEjemplar> <http://novelas-populares.org/idioma_castellano> . ?uri a <http://novelas-populares.org/Novela> }","308"
"84","¿Qué ciudades de publicación tienen las novelas de autores nacidos en Polonia?","¿Cuál es la <ciudad de publicación> de novelas cuyo <autor> nació en <Polonia>?","SELECT DISTINCT ?uri WHERE { ?x <http://novelas-populares.org/tieneAutor> ?a . ?a <http://novelas-populares.org/paisDeNacimiento> <http://novelas-populares.org/pais_polonia> . ?x <http://novelas-populares.org/publicadaEnCiudad> ?uri }","6"
"85","¿Qué idiomas originales tienen las novelas publicadas en Valencia?","¿Cuál es el <idioma original> de novelas cuya <ciudad de publicación> es <Valencia>?","SELECT DISTINCT ?uri WHERE { ?x <http://novelas-populares.org/publicadaEnCiudad> <http://novelas-populares.org/ciudad_valencia> . ?x <http://novelas-populares.org/tieneIdiomaOriginal> ?uri }","6"
"86","¿Qué autores cultivaron tanto la novela como la dramaturgia?","¿Cuál es el <autor> cuyo <género> es <novela> y también <dramaturgia>?","SELECT DISTINCT ?uri WHERE { ?uri <http://novelas-populares.org/tieneGenero> <http://novelas-populares.org/genero_novela> . ?uri <http://novelas-populares.org/tieneGenero> <http://novelas-populares.org/genero_dramaturgia> . ?uri a <http://novelas-populares.org/Autor> }","7"
"87","¿Qué novelas de autores nacidos en Hungría hay en la colección?","¿Cuál es la <novela> cuyo <autor> nació en <Hungría>?","SELECT DISTINCT ?uri WHERE { ?uri <http://novelas-populares.org/tieneAutor> ?a . ?a <http://novelas-populares.org/paisDeNacimiento> <http://novelas-populares.org/pais_hungria> . ?uri a <http://novelas-populares.org/Novela> }","3"
"88","¿Qué editoriales publicaron novelas en Valencia?","¿Cuál es la <editorial> de novelas cuya <ciudad de publicación> es <Valencia>?","SELECT DISTINCT ?uri WHERE { ?x <http://novelas-populares.org/publicadaEnCiudad> <http://novelas-populares.org/ciudad_valencia> . ?x <http://novelas-populares.org/publicadaPor> ?uri . ?uri a <http://novelas-populares.org/Editorial> }","6"
"89","¿Qué novelas comparten tanto autor como editorial con ¡Sacrificio!?","¿Cuál es la <novela> cuyo <autor> y <editorial> son los mismos que los de <¡Sacrificio!>?","SELECT DISTINCT ?uri WHERE { <http://novelas-populares.org/novela_1682516717> <http://novelas-populares.org/tieneAutor> ?a . <http://novelas-populares.org/novela_1682516717> <http://novelas-populares.org/publicadaPor> ?e . ?uri <http://novelas-populares.org/tieneAutor> ?a . ?uri <http://novelas-populares.org/publicadaPor> ?e . FILTER(?uri != <http://novelas-populares.org/novela_1682516717>) }","16"
"90","¿Qué autores españoles cultivaron la novela histórica?","¿Cuál es el <autor> cuyo <país de nacimiento> es <España> y cuyo <género> es <novela histórica>?","SELECT DISTINCT ?uri WHERE { ?uri <http://novelas-populares.org/paisDeNacimiento> <http://novelas-populares.org/pais_espana> . ?uri <http://novelas-populares.org/tieneGenero> <http://novelas-populares.org/genero_novela_historica> . ?uri a <http://novelas-populares.org/Autor> }","308"
"91","¿Qué novelas de autores nacidos en Singapur hay en la colección?","¿Cuál es la <novela> cuyo <autor> nació en <Singapur>?","SELECT DISTINCT ?uri WHERE { ?uri <http://novelas-populares.org/tieneAutor> ?a . ?a <http://novelas-populares.org/paisDeNacimiento> <http://novelas-populares.org/pais_singapur> . ?uri a <http://novelas-populares.org/Novela> }","3"
"92","¿Qué editoriales publicaron novelas de autores nacidos en Alemania en Madrid?","¿Cuál es la <editorial> de novelas cuyo <autor> nació en <Alemania> y cuya <ciudad de publicación> es <Madrid>?","SELECT DISTINCT ?uri WHERE { ?x <http://novelas-populares.org/tieneAutor> ?a . ?a <http://novelas-populares.org/paisDeNacimiento> <http://novelas-populares.org/pais_alemania> . ?x <http://novelas-populares.org/publicadaEnCiudad> <http://novelas-populares.org/ciudad_madrid> . ?x <http://novelas-populares.org/publicadaPor> ?uri . ?uri a <http://novelas-populares.org/Editorial> }","6"
"93","¿Qué novelas de la Editorial Saénz de Jubera se publicaron en Madrid?","¿Cuál es la <novela> cuya <editorial> es <Editorial Saénz de Jubera> y cuya <ciudad de publicación> es <Madrid>?","SELECT DISTINCT ?uri WHERE { ?uri <http://novelas-populares.org/publicadaPor> <http://novelas-populares.org/editorial_editorial_saenz_de_jubera> . ?uri <http://novelas-populares.org/publicadaEnCiudad> <http://novelas-populares.org/ciudad_madrid> . ?uri a <http://novelas-populares.org/Novela> }","308"
"94","¿Qué autores cultivaron el ensayo?","¿Cuál es el <autor> cuyo <género> es <ensayo>?","SELECT DISTINCT ?uri WHERE { ?uri <http://novelas-populares.org/tieneGenero> <http://novelas-populares.org/genero_ensayo> . ?uri a <http://novelas-populares.org/Autor> }","301"
"95","¿Qué novelas de autores nacidos en Italia se publicaron en Madrid?","¿Cuál es la <novela> cuya <ciudad de publicación> es <Madrid> y cuyo <autor> nació en <Italia>?","SELECT DISTINCT ?uri WHERE { ?uri <http://novelas-populares.org/publicadaEnCiudad> <http://novelas-populares.org/ciudad_madrid> . ?uri <http://novelas-populares.org/tieneAutor> ?a . ?a <http://novelas-populares.org/paisDeNacimiento> <http://novelas-populares.org/pais_italia> . ?uri a <http://novelas-populares.org/Novela> }","3"
"96","¿Qué idiomas del ejemplar tienen las novelas publicadas en Barcelona?","¿Cuál es el <idioma del ejemplar> de novelas cuya <ciudad de publicación> es <Barcelona>?","SELECT DISTINCT ?uri WHERE { ?x <http://novelas-populares.org/publicadaEnCiudad> <http://novelas-populares.org/ciudad_barcelona> . ?x <http://novelas-populares.org/tieneIdiomaEjemplar> ?uri }","6"
"97","¿Qué autores británicos cultivaron tanto la novela como el misterio?","¿Cuál es el <autor> cuyo <país de nacimiento> es <Gran Bretaña> y cuyo <género> es <novela> y también <misterio>?","SELECT DISTINCT ?uri WHERE { ?uri <http://novelas-populares.org/paisDeNacimiento> <http://novelas-populares.org/pais_gran_bretana> . ?uri <http://novelas-populares.org/tieneGenero> <http://novelas-populares.org/genero_novela> . ?uri <http://novelas-populares.org/tieneGenero> <http://novelas-populares.org/genero_misterio> . ?uri a <http://novelas-populares.org/Autor> }","308"
"98","¿Qué novelas tienen el mismo autor y el mismo idioma original?","¿Qué pares de <novelas> comparten <autor> e <idioma original>?","SELECT DISTINCT ?uri ?uri2 WHERE { ?uri <http://novelas-populares.org/tieneAutor> ?a . ?uri <http://novelas-populares.org/tieneIdiomaOriginal> ?io . ?uri2 <http://novelas-populares.org/tieneAutor> ?a . ?uri2 <http://novelas-populares.org/tieneIdiomaOriginal> ?io . ?uri a <http://novelas-populares.org/Novela> . FILTER(?uri != ?uri2) }","7"
"99","¿Qué autores cultivaron la historia?","¿Cuál es el <autor> cuyo <género> es <historia>?","SELECT DISTINCT ?uri WHERE { ?uri <http://novelas-populares.org/tieneGenero> <http://novelas-populares.org/genero_historia> . ?uri a <http://novelas-populares.org/Autor> }","301"
"100","¿Qué novelas de la Editorial B. Bauzá se publicaron en Barcelona?","¿Cuál es la <novela> cuya <editorial> es <Editorial B. Bauzá> y cuya <ciudad de publicación> es <Barcelona>?","SELECT DISTINCT ?uri WHERE { ?uri <http://novelas-populares.org/publicadaPor> <http://novelas-populares.org/editorial_editorial_b_bauza> . ?uri <http://novelas-populares.org/publicadaEnCiudad> <http://novelas-populares.org/ciudad_barcelona> . ?uri a <http://novelas-populares.org/Novela> }","308"
"101","¿Quién escribió Bruin ó Los cazadores de osos?","¿Cuál es el <autor> de <Bruin ó Los cazadores de osos>?","SELECT DISTINCT ?uri WHERE { <http://novelas-populares.org/novela_1679235648> <http://novelas-populares.org/tieneAutor> ?uri }","2"
"102","¿En qué ciudad nació Luigi Motta?","¿Cuál es el <lugar de nacimiento> de <Luigi Motta>?","SELECT DISTINCT ?uri WHERE { <http://novelas-populares.org/autor_luigi_motta> <http://novelas-populares.org/lugarDeNacimiento> ?uri }","2"
"103","¿Qué editorial publicó El hombre rojo?","¿Cuál es la <editorial> de <El hombre rojo>?","SELECT DISTINCT ?uri WHERE { <http://novelas-populares.org/novela_1834109426> <http://novelas-populares.org/publicadaPor> ?uri }","2"
"104","¿En qué idioma está el ejemplar de El bufón por sacrificio?","¿Cuál es el <idioma del ejemplar> de <El bufón por sacrificio>?","SELECT DISTINCT ?uri WHERE { <http://novelas-populares.org/novela_1859706819> <http://novelas-populares.org/tieneIdiomaEjemplar> ?uri }","2"
"105","¿En qué ciudad nació Edward Phillips Oppenheim?","¿Cuál es el <lugar de nacimiento> de <Edward Phillips Oppenheim>?","SELECT DISTINCT ?uri WHERE { <http://novelas-populares.org/autor_edward_phillips_oppenheim> <http://novelas-populares.org/lugarDeNacimiento> ?uri }","2"
"106","¿En qué ciudad se publicó Detectives y ladrones?","¿Cuál es la <ciudad de publicación> de <Detectives y ladrones>?","SELECT DISTINCT ?uri WHERE { <http://novelas-populares.org/novela_1814700358> <http://novelas-populares.org/publicadaEnCiudad> ?uri }","2"
"107","¿Quién fundó la editorial Felipe González Rojas?","¿Cuál es el <fundador> de <Felipe González Rojas editor>?","SELECT DISTINCT ?uri WHERE { <http://novelas-populares.org/editorial_felipe_gonzalez_rojas_editor> <http://novelas-populares.org/fundadaPor> ?uri }","2"
"108","¿Cuál es el idioma original de El lord de la máscara verde?","¿Cuál es el <idioma original> de <El lord de la máscara verde>?","SELECT DISTINCT ?uri WHERE { <http://novelas-populares.org/novela_1814753494> <http://novelas-populares.org/tieneIdiomaOriginal> ?uri }","2"
"109","¿En qué país nació Mayne Reid?","¿Cuál es el <país de nacimiento> de <Mayne Reid>?","SELECT DISTINCT ?uri WHERE { <http://novelas-populares.org/autor_mayne_reid> <http://novelas-populares.org/paisDeNacimiento> ?uri }","2"
"110","¿Quién escribió El crimen de Buif?","¿Cuál es el <autor> de <El crimen de Buif>?","SELECT DISTINCT ?uri WHERE { <http://novelas-populares.org/novela_1866199242> <http://novelas-populares.org/tieneAutor> ?uri }","2"
"111","¿Qué novelas escribió Mayne Reid?","¿Cuál es la <novela> cuyo <autor> es <Mayne Reid>?","SELECT DISTINCT ?uri WHERE { ?uri <http://novelas-populares.org/tieneAutor> <http://novelas-populares.org/autor_mayne_reid> . ?uri a <http://novelas-populares.org/Novela> }","301"
"112","¿En qué ciudad nació Georges Spitzmuller?","¿Cuál es el <lugar de nacimiento> de <Georges Spitzmuller>?","SELECT DISTINCT ?uri WHERE { <http://novelas-populares.org/autor_georges_spitzmuller> <http://novelas-populares.org/lugarDeNacimiento> ?uri }","2"
"113","¿Cuál es el idioma original de El corazón secuestrado?","¿Cuál es el <idioma original> de <El corazón secuestrado>?","SELECT DISTINCT ?uri WHERE { <http://novelas-populares.org/novela_1859707165> <http://novelas-populares.org/tieneIdiomaOriginal> ?uri }","2"
"114","¿En qué país nació Georges Spitzmuller?","¿Cuál es el <país de nacimiento> de <Georges Spitzmuller>?","SELECT DISTINCT ?uri WHERE { <http://novelas-populares.org/autor_georges_spitzmuller> <http://novelas-populares.org/paisDeNacimiento> ?uri }","2"
"115","¿Qué editorial publicó Corazones sin rumbo?","¿Cuál es la <editorial> de <Corazones sin rumbo>?","SELECT DISTINCT ?uri WHERE { <http://novelas-populares.org/novela_1859705251> <http://novelas-populares.org/publicadaPor> ?uri }","2"
"116","¿Qué novelas publicó la Editorial Charlot?","¿Cuál es la <novela> cuya <editorial> es <Editorial Charlot>?","SELECT DISTINCT ?uri WHERE { ?uri <http://novelas-populares.org/publicadaPor> <http://novelas-populares.org/editorial_editorial_charlot> . ?uri a <http://novelas-populares.org/Novela> }","301"
"117","¿En qué ciudad nació Pedro Mata?","¿Cuál es el <lugar de nacimiento> de <Pedro Mata>?","SELECT DISTINCT ?uri WHERE { <http://novelas-populares.org/autor_pedro_mata> <http://novelas-populares.org/lugarDeNacimiento> ?uri }","2"
"118","¿Quién fundó la editorial Imprenta de Mares y Compañía?","¿Cuál es el <fundador> de <Imprenta de Mares y Compañía>?","SELECT DISTINCT ?uri WHERE { <http://novelas-populares.org/editorial_imprenta_de_mares_y_compania> <http://novelas-populares.org/fundadaPor> ?uri }","2"
"119","¿En qué país nació Jules Mary?","¿Cuál es el <país de nacimiento> de <Jules Mary>?","SELECT DISTINCT ?uri WHERE { <http://novelas-populares.org/autor_jules_mary> <http://novelas-populares.org/paisDeNacimiento> ?uri }","2"
"120","¿En qué ciudad se publicó El único tigre?","¿Cuál es la <ciudad de publicación> de <El único tigre>?","SELECT DISTINCT ?uri WHERE { <http://novelas-populares.org/novela_1859705014> <http://novelas-populares.org/publicadaEnCiudad> ?uri }","2"
"121","¿Cuál es el idioma del ejemplar de El correo del presidente?","¿Cuál es el <idioma del ejemplar> de <El correo del presidente>?","SELECT DISTINCT ?uri WHERE { <http://novelas-populares.org/novela_1859706649> <http://novelas-populares.org/tieneIdiomaEjemplar> ?uri }","2"
"122","¿Qué novelas escribió Georges Spitzmuller?","¿Cuál es la <novela> cuyo <autor> es <Georges Spitzmuller>?","SELECT DISTINCT ?uri WHERE { ?uri <http://novelas-populares.org/tieneAutor> <http://novelas-populares.org/autor_georges_spitzmuller> . ?uri a <http://novelas-populares.org/Novela> }","301"
"123","¿Cuál es el país de nacimiento de Pedro Mata?","¿Cuál es el <país de nacimiento> de <Pedro Mata>?","SELECT DISTINCT ?uri WHERE { <http://novelas-populares.org/autor_pedro_mata> <http://novelas-populares.org/paisDeNacimiento> ?uri }","2"
"124","¿Qué novelas publicó la Editorial Horta?","¿Cuál es la <novela> cuya <editorial> es <Horta S.A.>?","SELECT DISTINCT ?uri WHERE { ?uri <http://novelas-populares.org/publicadaPor> <http://novelas-populares.org/editorial_horta_s_a> . ?uri a <http://novelas-populares.org/Novela> }","301"
"125","¿En qué ciudad nació Jules Mary?","¿Cuál es el <lugar de nacimiento> de <Jules Mary>?","SELECT DISTINCT ?uri WHERE { <http://novelas-populares.org/autor_jules_mary> <http://novelas-populares.org/lugarDeNacimiento> ?uri }","2"
"126","¿Quién fundó la editorial Imprenta de Ignacio Estivill?","¿Cuál es el <fundador> de <Imprenta de Ignacio Estivill>?","SELECT DISTINCT ?uri WHERE { <http://novelas-populares.org/editorial_imprenta_de_ignacio_estivill> <http://novelas-populares.org/fundadaPor> ?uri }","2"
"127","¿En qué ciudad nació Manuel Aguilar Muñoz?","¿Cuál es el <lugar de nacimiento> de <Manuel Aguilar Muñoz>?","SELECT DISTINCT ?uri WHERE { <http://novelas-populares.org/editor_manuel_aguilar_munoz> <http://novelas-populares.org/lugarDeNacimiento> ?uri }","2"
"128","¿En qué país nació O. Henry?","¿Cuál es el <país de nacimiento> de <O. Henry>?","SELECT DISTINCT ?uri WHERE { <http://novelas-populares.org/autor_o_henry_seudonimo_de_william_sidney_porter> <http://novelas-populares.org/paisDeNacimiento> ?uri }","2"
"129","¿En qué ciudad nació O. Henry?","¿Cuál es el <lugar de nacimiento> de <O. Henry>?","SELECT DISTINCT ?uri WHERE { <http://novelas-populares.org/autor_o_henry_seudonimo_de_william_sidney_porter> <http://novelas-populares.org/lugarDeNacimiento> ?uri }","2"
"130","¿Cuál es el idioma del ejemplar de La mano sangrienta?","¿Cuál es el <idioma del ejemplar> de <La mano sangrienta>?","SELECT DISTINCT ?uri WHERE { <http://novelas-populares.org/novela_1814752978> <http://novelas-populares.org/tieneIdiomaEjemplar> ?uri }","2"
"131","¿Qué novelas escribió Luis de Val?","¿Cuál es la <novela> cuyo <autor> es <Luis de Val>?","SELECT DISTINCT ?uri WHERE { ?uri <http://novelas-populares.org/tieneAutor> <http://novelas-populares.org/autor_luis_de_val> . ?uri a <http://novelas-populares.org/Novela> }","301"
"132","¿En qué ciudad nació Valentín R. González?","¿Cuál es el <lugar de nacimiento> de <Valentín R. González>?","SELECT DISTINCT ?uri WHERE { <http://novelas-populares.org/autor_valentin_r_gonzalez> <http://novelas-populares.org/lugarDeNacimiento> ?uri }","2"
"133","¿Cuál es el idioma original de Los raptores de joyas?","¿Cuál es el <idioma original> de <Los raptores de joyas>?","SELECT DISTINCT ?uri WHERE { <http://novelas-populares.org/novela_1859706568> <http://novelas-populares.org/tieneIdiomaOriginal> ?uri }","2"
"134","¿En qué país nació Valentín R. González?","¿Cuál es el <país de nacimiento> de <Valentín R. González>?","SELECT DISTINCT ?uri WHERE { <http://novelas-populares.org/autor_valentin_r_gonzalez> <http://novelas-populares.org/paisDeNacimiento> ?uri }","2"
"135","¿Qué editorial publicó El hijo legal?","¿Cuál es la <editorial> de <El hijo legal>?","SELECT DISTINCT ?uri WHERE { <http://novelas-populares.org/novela_1859632734> <http://novelas-populares.org/publicadaPor> ?uri }","2"
"136","¿Qué novelas publicó la Editorial Delta?","¿Cuál es la <novela> cuya <editorial> es <Editorial Delta>?","SELECT DISTINCT ?uri WHERE { ?uri <http://novelas-populares.org/publicadaPor> <http://novelas-populares.org/editorial_editorial_delta> . ?uri a <http://novelas-populares.org/Novela> }","301"
"137","¿En qué ciudad nació Nicolás María de Urgoiti?","¿Cuál es el <lugar de nacimiento> de <Nicolás María de Urgoiti>?","SELECT DISTINCT ?uri WHERE { <http://novelas-populares.org/editor_nicolas_maria_de_urgoiti> <http://novelas-populares.org/lugarDeNacimiento> ?uri }","2"
"138","¿Quién fundó la Imprenta de Llorens?","¿Cuál es el <fundador> de <Imprenta de Llorens>?","SELECT DISTINCT ?uri WHERE { <http://novelas-populares.org/editorial_imprenta_de_llorens> <http://novelas-populares.org/fundadaPor> ?uri }","2"
"139","¿En qué país nació Edward Phillips Oppenheim?","¿Cuál es el <país de nacimiento> de <Edward Phillips Oppenheim>?","SELECT DISTINCT ?uri WHERE { <http://novelas-populares.org/autor_edward_phillips_oppenheim> <http://novelas-populares.org/paisDeNacimiento> ?uri }","2"
"140","¿En qué ciudad se publicó Chamberí?","¿Cuál es la <ciudad de publicación> de <Chamberí>?","SELECT DISTINCT ?uri WHERE { <http://novelas-populares.org/novela_1871252342> <http://novelas-populares.org/publicadaEnCiudad> ?uri }","2"
"141","¿Qué novelas publicó la Editorial Charlot en Barcelona con idioma original castellano?","¿Cuál es la <novela> cuya <editorial> es <Editorial Charlot>, cuyo <idioma original> es <Castellano> y cuya <ciudad de publicación> es <Barcelona>?","SELECT DISTINCT ?uri WHERE { ?uri <http://novelas-populares.org/publicadaPor> <http://novelas-populares.org/editorial_editorial_charlot> . ?uri <http://novelas-populares.org/tieneIdiomaOriginal> <http://novelas-populares.org/idioma_castellano> . ?uri <http://novelas-populares.org/publicadaEnCiudad> <http://novelas-populares.org/ciudad_barcelona> . ?uri a <http://novelas-populares.org/Novela> }","308"
"142","¿Qué novelas de la Editorial Calleja tienen idioma original francés y se publicaron en Madrid?","¿Cuál es la <novela> cuya <editorial> es <Editorial Calleja>, cuyo <idioma original> es <Francés> y cuya <ciudad de publicación> es <Madrid>?","SELECT DISTINCT ?uri WHERE { ?uri <http://novelas-populares.org/publicadaPor> <http://novelas-populares.org/editorial_editorial_calleja> . ?uri <http://novelas-populares.org/tieneIdiomaOriginal> <http://novelas-populares.org/idioma_frances> . ?uri <http://novelas-populares.org/publicadaEnCiudad> <http://novelas-populares.org/ciudad_madrid> . ?uri a <http://novelas-populares.org/Novela> }","308"
"143","¿Qué autores nacidos en España cultivaron la novela y el periodismo?","¿Cuál es el <autor> cuyo <país de nacimiento> es <España> y cuyo <género> es <novela> y también <periodismo>?","SELECT DISTINCT ?uri WHERE { ?uri <http://novelas-populares.org/paisDeNacimiento> <http://novelas-populares.org/pais_espana> . ?uri <http://novelas-populares.org/tieneGenero> <http://novelas-populares.org/genero_novela> . ?uri <http://novelas-populares.org/tieneGenero> <http://novelas-populares.org/genero_periodismo> . ?uri a <http://novelas-populares.org/Autor> }","308"
"144","¿Qué novelas publicó la Compañía Anónima Calpe en Madrid?","¿Cuál es la <novela> cuya <editorial> es <Compañía Anónima Calpe> y cuya <ciudad de publicación> es <Madrid>?","SELECT DISTINCT ?uri WHERE { ?uri <http://novelas-populares.org/publicadaPor> <http://novelas-populares.org/editorial_compania_anonima_calpe> . ?uri <http://novelas-populares.org/publicadaEnCiudad> <http://novelas-populares.org/ciudad_madrid> . ?uri a <http://novelas-populares.org/Novela> }","308"
"145","¿Qué autores nacidos en Francia cultivaron la dramaturgia?","¿Cuál es el <autor> cuyo <país de nacimiento> es <Francia> y cuyo <género> es <dramaturgia>?","SELECT DISTINCT ?uri WHERE { ?uri <http://novelas-populares.org/paisDeNacimiento> <http://novelas-populares.org/pais_francia> . ?uri <http://novelas-populares.org/tieneGenero> <http://novelas-populares.org/genero_dramaturgia> . ?uri a <http://novelas-populares.org/Autor> }","308"
"146","¿Qué novelas son traducciones del francés al castellano publicadas en Madrid?","¿Cuál es la <novela> cuyo <idioma original> es <Francés>, cuyo <idioma del ejemplar> es <Castellano> y cuya <ciudad de publicación> es <Madrid>?","SELECT DISTINCT ?uri WHERE { ?uri <http://novelas-populares.org/tieneIdiomaOriginal> <http://novelas-populares.org/idioma_frances> . ?uri <http://novelas-populares.org/tieneIdiomaEjemplar> <http://novelas-populares.org/idioma_castellano> . ?uri <http://novelas-populares.org/publicadaEnCiudad> <http://novelas-populares.org/ciudad_madrid> . ?uri a <http://novelas-populares.org/Novela> }","308"
"147","¿Qué novelas comparten autor con El proceso Lerouge?","¿Cuál es la <novela> cuyo <autor> es el mismo que el de <El proceso Lerouge>?","SELECT DISTINCT ?uri WHERE { <http://novelas-populares.org/novela_1859638538> <http://novelas-populares.org/tieneAutor> ?a . ?uri <http://novelas-populares.org/tieneAutor> ?a . FILTER(?uri != <http://novelas-populares.org/novela_1859638538>) . ?uri a <http://novelas-populares.org/Novela> }","3"
"148","¿Qué novelas comparten autor con El hombre rojo?","¿Cuál es la <novela> cuyo <autor> es el mismo que el de <El hombre rojo>?","SELECT DISTINCT ?uri WHERE { <http://novelas-populares.org/novela_1834109426> <http://novelas-populares.org/tieneAutor> ?a . ?uri <http://novelas-populares.org/tieneAutor> ?a . FILTER(?uri != <http://novelas-populares.org/novela_1834109426>) . ?uri a <http://novelas-populares.org/Novela> }","3"
"149","¿Cuál es la editorial y la ciudad de publicación de Detectives y ladrones?","¿Cuáles son la <editorial> y la <ciudad de publicación> de <Detectives y ladrones>?","SELECT DISTINCT ?editorial ?ciudad WHERE { <http://novelas-populares.org/novela_1814700358> <http://novelas-populares.org/publicadaPor> ?editorial . <http://novelas-populares.org/novela_1814700358> <http://novelas-populares.org/publicadaEnCiudad> ?ciudad }","9"
"150","¿Qué autores escribieron novelas de idioma original inglés publicadas en Barcelona?","¿Cuál es el <autor> de novelas cuyo <idioma original> es <Inglés> y cuya <ciudad de publicación> es <Barcelona>?","SELECT DISTINCT ?uri WHERE { ?x <http://novelas-populares.org/tieneIdiomaOriginal> <http://novelas-populares.org/idioma_ingles> . ?x <http://novelas-populares.org/publicadaEnCiudad> <http://novelas-populares.org/ciudad_barcelona> . ?x <http://novelas-populares.org/tieneAutor> ?uri . ?uri a <http://novelas-populares.org/Autor> }","5"
"151","¿Qué autores de novelas con idioma original italiano cultivaron la ciencia ficción?","¿Cuál es el <autor> de novelas cuyo <idioma original> es <Italiano> y cuyo <género> es <ciencia ficción>?","SELECT DISTINCT ?uri WHERE { ?x <http://novelas-populares.org/tieneIdiomaOriginal> <http://novelas-populares.org/idioma_italiano> . ?x <http://novelas-populares.org/tieneAutor> ?uri . ?uri <http://novelas-populares.org/tieneGenero> <http://novelas-populares.org/genero_ciencia_ficcion> }","3"
"152","¿Qué novelas publicadas en Reus son originales en catalán?","¿Cuál es la <novela> cuya <ciudad de publicación> es <Reus> y cuyo <idioma original> es <Catalán>?","SELECT DISTINCT ?uri WHERE { ?uri <http://novelas-populares.org/publicadaEnCiudad> <http://novelas-populares.org/ciudad_reus> . ?uri <http://novelas-populares.org/tieneIdiomaOriginal> <http://novelas-populares.org/idioma_catalan> . ?uri a <http://novelas-populares.org/Novela> }","308"
"153","¿Qué editoriales publicaron novelas de Gaston Leroux?","¿Cuál es la <editorial> de novelas cuyo <autor> es <Gaston Leroux>?","SELECT DISTINCT ?uri WHERE { ?x <http://novelas-populares.org/tieneAutor> <http://novelas-populares.org/autor_gaston_leroux> . ?x <http://novelas-populares.org/publicadaPor> ?uri . ?uri a <http://novelas-populares.org/Editorial> }","6"
"154","¿Qué ciudades de publicación tienen las novelas de Mayne Reid?","¿Cuál es la <ciudad de publicación> de novelas cuyo <autor> es <Mayne Reid>?","SELECT DISTINCT ?uri WHERE { ?x <http://novelas-populares.org/tieneAutor> <http://novelas-populares.org/autor_mayne_reid> . ?x <http://novelas-populares.org/publicadaEnCiudad> ?uri }","6"
"155","¿Cuál es el fundador y la ciudad de publicación de novelas de la Editorial Aguilar?","¿Cuál es el <fundador> de <Aguilar> y la <ciudad de publicación> de sus novelas?","SELECT DISTINCT ?fundador ?ciudad WHERE { <http://novelas-populares.org/editorial_aguilar> <http://novelas-populares.org/fundadaPor> ?fundador . ?x <http://novelas-populares.org/publicadaPor> <http://novelas-populares.org/editorial_aguilar> . ?x <http://novelas-populares.org/publicadaEnCiudad> ?ciudad }","9"
