"_id","corrected_question","intermediary_question","sparql_query","sparql_template_id"
"77","¿Qué novelas de la Casa Editorial Maucci tienen idioma original italiano?","¿Cuál es la <novela> cuya <editorial> es <Casa Editorial Maucci> y cuyo <idioma original> es <Italiano>?","SELECT DISTINCT ?uri WHERE { ?uri <http://novelas-populares.org/publicadaPor> <http://novelas-populares.org/editorial_casa_editorial_maucci> . ?uri <http://novelas-populares.org/tieneIdiomaOriginal> <http://novelas-populares.org/idioma_italiano> . ?uri a <http://novelas-populares.org/Novela> }","308"
"78","¿Qué autores nacidos en España cultivaron la dramaturgia?","¿Cuál es el <autor> cuyo <país de nacimiento> es <España> y cuyo <género> es <dramaturgia>?","SELECT DISTINCT ?uri WHERE { ?uri <http://novelas-populares.org/paisDeNacimiento> <http://novelas-populares.org/pais_espana> . ?uri <http://novelas-populares.org/tieneGenero> <http://novelas-populares.org/genero_dramaturgia> . ?uri a <http://novelas-populares.org/Autor> }","308"
"79","¿Qué editoriales publicaron novelas de Luigi Motta?","¿Cuál es la <editorial> de novelas cuyo <autor> es <Luigi Motta>?","SELECT DISTINCT ?uri WHERE { ?x <http://novelas-populares.org/tieneAutor> <http://novelas-populares.org/autor_luigi_motta> . ?x <http://novelas-populares.org/publicadaPor> ?uri . ?uri a <http://novelas-populares.org/Editorial> }","6"
"80","¿Cuál es el fundador y la ciudad de publicación de las novelas de La Novela Ilustrada?","¿Cuál es el <fundador> de <La Novela Ilustrada> y la <ciudad de publicación> de sus novelas?","SELECT DISTINCT ?fundador ?ciudad WHERE { <http://novelas-populares.org/editorial_la_novela_ilustrada> <http://novelas-populares.org/fundadaPor> ?fundador . ?x <http://novelas-populares.org/publicadaPor> <http://novelas-populares.org/editorial_la_novela_ilustrada> . ?x <http://novelas-populares.org/publicadaEnCiudad> ?ciudad }","9"
"81","¿Qué novelas de autores españoles se publicaron en Madrid?","¿Cuál es la <novela> cuya <ciudad de publicación> es <Madrid> y cuyo <autor> nació en <España>?","SELECT DISTINCT ?uri WHERE { ?uri <http://novelas-populares.org/publicadaEnCiudad> <http://novelas-populares.org/ciudad_madrid> . ?uri <http://novelas-populares.org/tieneAutor> ?a . ?a <http://novelas-populares.org/paisDeNacimiento> <http://novelas-populares.org/pais_espana> . ?uri a <http://novelas-populares.org/Novela> }","3"
"82","¿Qué autores que cultivaron la novela histórica nacieron en España?","¿Cuál es el <autor> cuyo <género> es <novela histórica> y cuyo <país de nacimiento> es <España>?","SELECT DISTINCT ?uri WHERE { ?uri <http://novelas-populares.org/tieneGenero> <http://novelas-populares.org/genero_novela_historica> . ?uri <http://novelas-populares.org/paisDeNacimiento> <http://novelas-populares.org/pais_espana> . ?uri a <http://novelas-populares.org/Autor> }","308"
"83","¿Qué novelas traducidas del alemán publicó la Editorial Delta?","¿Cuál es la <novela> cuyo <idioma original> es <Alemán> y cuya <editorial> es <Editorial Delta>?","SELECT DISTINCT ?uri WHERE { ?uri <http://novelas-populares.org/tieneIdiomaOriginal> <http://novelas-populares.org/idioma_aleman> . ?uri <http://novelas-populares.org/publicadaPor> <http://novelas-populares.org/editorial_editorial_delta> . ?uri a <http://novelas-populares.org/Novela> }","308"
"84","¿Qué ciudades de publicación tienen las novelas de autores nacidos en Gran Bretaña?","¿Cuál es la <ciudad de publicación> de novelas cuyo <autor> nació en <Gran Bretaña>?","SELECT DISTINCT ?uri WHERE { ?x <http://novelas-populares.org/tieneAutor> ?a . ?a <http://novelas-populares.org/paisDeNacimiento> <http://novelas-populares.org/pais_gran_bretana> . ?x <http://novelas-populares.org/publicadaEnCiudad> ?uri }","6"
"85","¿Qué idiomas originales tienen las novelas publicadas en Xàtiva?","¿Cuál es el <idioma original> de novelas cuya <ciudad de publicación> es <Xàtiva>?","SELECT DISTINCT ?uri WHERE { ?x <http://novelas-populares.org/publicadaEnCiudad> <http://novelas-populares.org/ciudad_xativa> . ?x <http://novelas-populares.org/tieneIdiomaOriginal> ?uri }","6"
"86","¿Qué autores cultivaron tanto la novela como el periodismo?","¿Cuál es el <autor> cuyo <género> es <novela> y también <periodismo>?","SELECT DISTINCT ?uri WHERE { ?uri <http://novelas-populares.org/tieneGenero> <http://novelas-populares.org/genero_novela> . ?uri <http://novelas-populares.org/tieneGenero> <http://novelas-populares.org/genero_periodismo> . ?uri a <http://novelas-populares.org/Autor> }","7"
"87","¿Qué novelas de autores nacidos en Noruega fueron publicadas en Madrid?","¿Cuál es la <novela> cuya <ciudad de publicación> es <Madrid> y cuyo <autor> nació en <Noruega>?","SELECT DISTINCT ?uri WHERE { ?uri <http://novelas-populares.org/publicadaEnCiudad> <http://novelas-populares.org/ciudad_madrid> . ?uri <http://novelas-populares.org/tieneAutor> ?a . ?a <http://novelas-populares.org/paisDeNacimiento> <http://novelas-populares.org/pais_noruega> . ?uri a <http://novelas-populares.org/Novela> }","3"
"88","¿Qué géneros cultivaron los autores de novelas publicadas en Xàtiva?","¿Cuál es el <género> del <autor> de novelas con <ciudad de publicación> <Xàtiva>?","SELECT DISTINCT ?uri WHERE { ?x <http://novelas-populares.org/publicadaEnCiudad> <http://novelas-populares.org/ciudad_xativa> . ?x <http://novelas-populares.org/tieneAutor> ?a . ?a <http://novelas-populares.org/tieneGenero> ?uri }","3"
"89","¿Qué novelas comparten tanto autor como editorial con A través del Atlántico en globo?","¿Cuál es la <novela> cuyo <autor> y <editorial> son los mismos que los de <A través del Atlántico en globo>?","SELECT DISTINCT ?uri WHERE { <http://novelas-populares.org/novela_1859671837> <http://novelas-populares.org/tieneAutor> ?a . <http://novelas-populares.org/novela_1859671837> <http://novelas-populares.org/publicadaPor> ?e . ?uri <http://novelas-populares.org/tieneAutor> ?a . ?uri <http://novelas-populares.org/publicadaPor> ?e . FILTER(?uri != <http://novelas-populares.org/novela_1859671837>) }","16"
"90","¿Qué autores españoles cultivaron la poesía y el periodismo?","¿Cuál es el <autor> cuyo <país de nacimiento> es <España> y cuyo <género> es <poesía> y también <periodismo>?","SELECT DISTINCT ?uri WHERE { ?uri <http://novelas-populares.org/paisDeNacimiento> <http://novelas-populares.org/pais_espana> . ?uri <http://novelas-populares.org/tieneGenero> <http://novelas-populares.org/genero_poesia> . ?uri <http://novelas-populares.org/tieneGenero> <http://novelas-populares.org/genero_periodismo> . ?uri a <http://novelas-populares.org/Autor> }","308"
"91","¿Qué novelas de autores americanos se publicaron en Barcelona?","¿Cuál es la <novela> cuya <ciudad de publicación> es <Barcelona> y cuyo <autor> nació en <Estados Unidos>?","SELECT DISTINCT ?uri WHERE { ?uri <http://novelas-populares.org/publicadaEnCiudad> <http://novelas-populares.org/ciudad_barcelona> . ?uri <http://novelas-populares.org/tieneAutor> ?a . ?a <http://novelas-populares.org/paisDeNacimiento> <http://novelas-populares.org/pais_estados_unidos> . ?uri a <http://novelas-populares.org/Novela> }","3"
"92","¿Qué editoriales publicaron novelas de autores nacidos en España?","¿Cuál es la <editorial> de novelas cuyo <autor> nació en <España>?","SELECT DISTINCT ?uri WHERE { ?x <http://novelas-populares.org/tieneAutor> ?a . ?a <http://novelas-populares.org/paisDeNacimiento> <http://novelas-populares.org/pais_espana> . ?x <http://novelas-populares.org/publicadaPor> ?uri . ?uri a <http://novelas-populares.org/Editorial> }","6"
"93","¿Qué novelas de la Editorial Pueyo se publicaron en Madrid?","¿Cuál es la <novela> cuya <editorial> es <Editorial Pueyo> y cuya <ciudad de publicación> es <Madrid>?","SELECT DISTINCT ?uri WHERE { ?uri <http://novelas-populares.org/publicadaPor> <http://novelas-populares.org/editorial_editorial_pueyo> . ?uri <http://novelas-populares.org/publicadaEnCiudad> <http://novelas-populares.org/ciudad_madrid> . ?uri a <http://novelas-populares.org/Novela> }","308"
"94","¿Qué autores cultivaron la novela policíaca?","¿Cuál es el <autor> cuyo <género> es <novela policíaca>?","SELECT DISTINCT ?uri WHERE { ?uri <http://novelas-populares.org/tieneGenero> <http://novelas-populares.org/genero_novela_policiaca> . ?uri a <http://novelas-populares.org/Autor> }","301"
"95","¿Qué novelas de autores alemanes se publicaron en Madrid?","¿Cuál es la <novela> cuya <ciudad de publicación> es <Madrid> y cuyo <autor> nació en <Alemania>?","SELECT DISTINCT ?uri WHERE { ?uri <http://novelas-populares.org/publicadaEnCiudad> <http://novelas-populares.org/ciudad_madrid> . ?uri <http://novelas-populares.org/tieneAutor> ?a . ?a <http://novelas-populares.org/paisDeNacimiento> <http://novelas-populares.org/pais_alemania> . ?uri a <http://novelas-populares.org/Novela> }","3"
"96","¿Qué idiomas del ejemplar tienen las novelas publicadas en Madrid?","¿Cuál es el <idioma del ejemplar> de novelas cuya <ciudad de publicación> es <Madrid>?","SELECT DISTINCT ?uri WHERE { ?x <http://novelas-populares.org/publicadaEnCiudad> <http://novelas-populares.org/ciudad_madrid> . ?x <http://novelas-populares.org/tieneIdiomaEjemplar> ?uri }","6"
"97","¿Qué autores franceses cultivaron tanto la novela como la dramaturgia?","¿Cuál es el <autor> cuyo <país de nacimiento> es <Francia> y cuyo <género> es <novela> y también <dramaturgia>?","SELECT DISTINCT ?uri WHERE { ?uri <http://novelas-populares.org/paisDeNacimiento> <http://novelas-populares.org/pais_francia> . ?uri <http://novelas-populares.org/tieneGenero> <http://novelas-populares.org/genero_novela> . ?uri <http://novelas-populares.org/tieneGenero> <http://novelas-populares.org/genero_dramaturgia> . ?uri a <http://novelas-populares.org/Autor> }","308"
"98","¿Qué novelas tienen el mismo idioma original y del ejemplar?","¿Cuál es la <novela> cuyo <idioma original> es el mismo que su <idioma del ejemplar>?","SELECT DISTINCT ?uri WHERE { ?uri <http://novelas-populares.org/tieneIdiomaOriginal> ?io . ?uri <http://novelas-populares.org/tieneIdiomaEjemplar> ?io . ?uri a <http://novelas-populares.org/Novela> }","7"
"99","¿Qué autores cultivaron la literatura infantil?","¿Cuál es el <autor> cuyo <género> es <literatura infantil>?","SELECT DISTINCT ?uri WHERE { ?uri <http://novelas-populares.org/tieneGenero> <http://novelas-populares.org/genero_literatura_infantil> . ?uri a <http://novelas-populares.org/Autor> }","301"
"100","¿Qué novelas de la Editorial Antonio Bosch se publicaron en Barcelona?","¿Cuál es la <novela> cuya <editorial> es <Editorial Antonio Bosch> y cuya <ciudad de publicación> es <Barcelona>?","SELECT DISTINCT ?uri WHERE { ?uri <http://novelas-populares.org/publicadaPor> <http://novelas-populares.org/editorial_editorial_antonio_bosch> . ?uri <http://novelas-populares.org/publicadaEnCiudad> <http://novelas-populares.org/ciudad_barcelona> . ?uri a <http://novelas-populares.org/Novela> }","308"
"101","¿Qué autores británicos cultivaron la novela?","¿Cuál es el <autor> cuyo <país de nacimiento> es <Gran Bretaña> y cuyo <género> es <novela>?","SELECT DISTINCT ?uri WHERE { ?uri <http://novelas-populares.org/paisDeNacimiento> <http://novelas-populares.org/pais_gran_bretana> . ?uri <http://novelas-populares.org/tieneGenero> <http://novelas-populares.org/genero_novela> . ?uri a <http://novelas-populares.org/Autor> }","308"
"102","¿Qué ciudades de publicación tienen las novelas de idioma original italiano?","¿Cuál es la <ciudad de publicación> de novelas cuyo <idioma original> es <Italiano>?","SELECT DISTINCT ?uri WHERE { ?x <http://novelas-populares.org/tieneIdiomaOriginal> <http://novelas-populares.org/idioma_italiano> . ?x <http://novelas-populares.org/publicadaEnCiudad> ?uri }","6"
"103","¿Qué autores de novelas publicadas en Xàtiva nacieron en España?","¿Cuál es el <autor> de novelas con <ciudad de publicación> <Xàtiva> cuyo <país de nacimiento> es <España>?","SELECT DISTINCT ?uri WHERE { ?x <http://novelas-populares.org/publicadaEnCiudad> <http://novelas-populares.org/ciudad_xativa> . ?x <http://novelas-populares.org/tieneAutor> ?uri . ?uri <http://novelas-populares.org/paisDeNacimiento> <http://novelas-populares.org/pais_espana> . ?uri a <http://novelas-populares.org/Autor> }","3"
"104","¿Qué editoriales publicaron novelas de idioma original francés en Madrid?","¿Cuál es la <editorial> de novelas con <idioma original> <Francés> y <ciudad de publicación> <Madrid>?","SELECT DISTINCT ?uri WHERE { ?x <http://novelas-populares.org/tieneIdiomaOriginal> <http://novelas-populares.org/idioma_frances> . ?x <http://novelas-populares.org/publicadaEnCiudad> <http://novelas-populares.org/ciudad_madrid> . ?x <http://novelas-populares.org/publicadaPor> ?uri . ?uri a <http://novelas-populares.org/Editorial> }","6"
"105","¿Qué autores nacidos en Polonia escribieron novelas en la colección?","¿Cuál es el <autor> cuyo <país de nacimiento> es <Polonia>?","SELECT DISTINCT ?uri WHERE { ?uri <http://novelas-populares.org/paisDeNacimiento> <http://novelas-populares.org/pais_polonia> . ?uri a <http://novelas-populares.org/Autor> }","301"
"106","¿Qué novelas publicó Trilla y Serra en Barcelona?","¿Cuál es la <novela> cuya <editorial> es <Trilla y Serra, Editores> y cuya <ciudad de publicación> es <Barcelona>?","SELECT DISTINCT ?uri WHERE { ?uri <http://novelas-populares.org/publicadaPor> <http://novelas-populares.org/editorial_trilla_y_serra_editores> . ?uri <http://novelas-populares.org/publicadaEnCiudad> <http://novelas-populares.org/ciudad_barcelona> . ?uri a <http://novelas-populares.org/Novela> }","308"
"107","¿Qué autores cultivaron el futurismo?","¿Cuál es el <autor> cuyo <género> es <futurismo>?","SELECT DISTINCT ?uri WHERE { ?uri <http://novelas-populares.org/tieneGenero> <http://novelas-populares.org/genero_futurismo> . ?uri a <http://novelas-populares.org/Autor> }","301"
"108","¿Qué novelas de autores húngaros tiene la colección?","¿Cuál es la <novela> cuyo <autor> nació en <Hungría>?","SELECT DISTINCT ?uri WHERE { ?uri <http://novelas-populares.org/tieneAutor> ?a . ?a <http://novelas-populares.org/paisDeNacimiento> <http://novelas-populares.org/pais_hungria> . ?uri a <http://novelas-populares.org/Novela> }","3"
"109","¿Qué idiomas originales tienen las novelas de la Casa Editorial Seguí?","¿Cuál es el <idioma original> de novelas cuya <editorial> es <Casa Editorial Seguí>?","SELECT DISTINCT ?uri WHERE { ?x <http://novelas-populares.org/publicadaPor> <http://novelas-populares.org/editorial_casa_editorial_segui> . ?x <http://novelas-populares.org/tieneIdiomaOriginal> ?uri }","6"
"110","¿Qué editoriales publicaron novelas de idioma original polaco?","¿Cuál es la <editorial> de novelas cuyo <idioma original> es <Polaco>?","SELECT DISTINCT ?uri WHERE { ?x <http://novelas-populares.org/tieneIdiomaOriginal> <http://novelas-populares.org/idioma_polaco> . ?x <http://novelas-populares.org/publicadaPor> ?uri . ?uri a <http://novelas-populares.org/Editorial> }","6"
"111","¿Qué autores nacidos en Gran Bretaña cultivaron la novela gótica?","¿Cuál es el <autor> cuyo <país de nacimiento> es <Gran Bretaña> y cuyo <género> es <novela gótica>?","SELECT DISTINCT ?uri WHERE { ?uri <http://novelas-populares.org/paisDeNacimiento> <http://novelas-populares.org/pais_gran_bretana> . ?uri <http://novelas-populares.org/tieneGenero> <http://novelas-populares.org/genero_novela_gotica> . ?uri a <http://novelas-populares.org/Autor> }","308"
"112","¿Qué novelas de autores estadounidenses están en la colección?","¿Cuál es la <novela> cuyo <autor> nació en <Estados Unidos>?","SELECT DISTINCT ?uri WHERE { ?uri <http://novelas-populares.org/tieneAutor> ?a . ?a <http://novelas-populares.org/paisDeNacimiento> <http://novelas-populares.org/pais_estados_unidos> . ?uri a <http://novelas-populares.org/Novela> }","3"
"113","¿Qué autores nacidos en España cultivaron el ensayo?","¿Cuál es el <autor> cuyo <país de nacimiento> es <España> y cuyo <género> es <ensayo>?","SELECT DISTINCT ?uri WHERE { ?uri <http://novelas-populares.org/paisDeNacimiento> <http://novelas-populares.org/pais_espana> . ?uri <http://novelas-populares.org/tieneGenero> <http://novelas-populares.org/genero_ensayo> . ?uri a <http://novelas-populares.org/Autor> }","308"
"114","¿Qué novelas comparten idioma original y ciudad de publicación con Llamas sobre el Bósforo?","¿Cuál es la <novela> con el mismo <idioma original> y <ciudad de publicación> que <Llamas sobre el Bósforo>?","SELECT DISTINCT ?uri WHERE { <http://novelas-populares.org/novela_1859682529> <http://novelas-populares.org/tieneIdiomaOriginal> ?io . <http://novelas-populares.org/novela_1859682529> <http://novelas-populares.org/publicadaEnCiudad> ?c . ?uri <http://novelas-populares.org/tieneIdiomaOriginal> ?io . ?uri <http://novelas-populares.org/publicadaEnCiudad> ?c . FILTER(?uri != <http://novelas-populares.org/novela_1859682529>) }","16"
"115","¿Qué editoriales publicaron novelas de autores nacidos en Francia?","¿Cuál es la <editorial> de novelas cuyo <autor> nació en <Francia>?","SELECT DISTINCT ?uri WHERE { ?x <http://novelas-populares.org/tieneAutor> ?a . ?a <http://novelas-populares.org/paisDeNacimiento> <http://novelas-populares.org/pais_francia> . ?x <http://novelas-populares.org/publicadaPor> ?uri . ?uri a <http://novelas-populares.org/Editorial> }","6"
"116","¿Qué autores con novelas de idioma original polaco cultivaron la novela?","¿Cuál es el <autor> de novelas cuyo <idioma original> es <Polaco> y cuyo <género> es <novela>?","SELECT DISTINCT ?uri WHERE { ?x <http://novelas-populares.org/tieneIdiomaOriginal> <http://novelas-populares.org/idioma_polaco> . ?x <http://novelas-populares.org/tieneAutor> ?uri . ?uri <http://novelas-populares.org/tieneGenero> <http://novelas-populares.org/genero_novela> }","3"
"117","¿Qué novelas de autores noruegos están en la colección?","¿Cuál es la <novela> cuyo <autor> nació en <Noruega>?","SELECT DISTINCT ?uri WHERE { ?uri <http://novelas-populares.org/tieneAutor> ?a . ?a <http://novelas-populares.org/paisDeNacimiento> <http://novelas-populares.org/pais_noruega> . ?uri a <http://novelas-populares.org/Novela> }","3"
"118","¿Qué autores cultivaron la novela criminal?","¿Cuál es el <autor> cuyo <género> es <novela criminal>?","SELECT DISTINCT ?uri WHERE { ?uri <http://novelas-populares.org/tieneGenero> <http://novelas-populares.org/genero_novela_criminal> . ?uri a <http://novelas-populares.org/Autor> }","301"
"119","¿Qué novelas publicó E. Domenech en Barcelona?","¿Cuál es la <novela> cuya <editorial> es <E. Domenech> y cuya <ciudad de publicación> es <Barcelona>?","SELECT DISTINCT ?uri WHERE { ?uri <http://novelas-populares.org/publicadaPor> <http://novelas-populares.org/editorial_e_domenech> . ?uri <http://novelas-populares.org/publicadaEnCiudad> <http://novelas-populares.org/ciudad_barcelona> . ?uri a <http://novelas-populares.org/Novela> }","308"
"120","¿Qué autores cultivaron el orientalismo?","¿Cuál es el <autor> cuyo <género> es <orientalismo>?","SELECT DISTINCT ?uri WHERE { ?uri <http://novelas-populares.org/tieneGenero> <http://novelas-populares.org/genero_orientalismo> . ?uri a <http://novelas-populares.org/Autor> }","301"
"121","¿Qué ciudades de publicación tienen novelas de idioma original alemán?","¿Cuál es la <ciudad de publicación> de novelas cuyo <idioma original> es <Alemán>?","SELECT DISTINCT ?uri WHERE { ?x <http://novelas-populares.org/tieneIdiomaOriginal> <http://novelas-populares.org/idioma_aleman> . ?x <http://novelas-populares.org/publicadaEnCiudad> ?uri }","6"
"122","¿Qué novelas de la colección son originales en castellano y se publicaron en Barcelona?","¿Cuál es la <novela> cuyo <idioma original> es <Castellano> y cuya <ciudad de publicación> es <Barcelona>?","SELECT DISTINCT ?uri WHERE { ?uri <http://novelas-populares.org/tieneIdiomaOriginal> <http://novelas-populares.org/idioma_castellano> . ?uri <http://novelas-populares.org/publicadaEnCiudad> <http://novelas-populares.org/ciudad_barcelona> . ?uri a <http://novelas-populares.org/Novela> }","308"
"123","¿Qué autores nacidos en Hungría están en la colección?","¿Cuál es el <autor> cuyo <país de nacimiento> es <Hungría>?","SELECT DISTINCT ?uri WHERE { ?uri <http://novelas-populares.org/paisDeNacimiento> <http://novelas-populares.org/pais_hungria> . ?uri a <http://novelas-populares.org/Autor> }","301"
"124","¿Qué editoriales publicaron novelas de autores nacidos en Gran Bretaña en Barcelona?","¿Cuál es la <editorial> de novelas cuyo <autor> nació en <Gran Bretaña> y cuya <ciudad de publicación> es <Barcelona>?","SELECT DISTINCT ?uri WHERE { ?x <http://novelas-populares.org/tieneAutor> ?a . ?a <http://novelas-populares.org/paisDeNacimiento> <http://novelas-populares.org/pais_gran_bretana> . ?x <http://novelas-populares.org/publicadaEnCiudad> <http://novelas-populares.org/ciudad_barcelona> . ?x <http://novelas-populares.org/publicadaPor> ?uri . ?uri a <http://novelas-populares.org/Editorial> }","6"
"125","¿Qué autores nacidos en Italia cultivaron la novela?","¿Cuál es el <autor> cuyo <país de nacimiento> es <Italia> y cuyo <género> es <novela>?","SELECT DISTINCT ?uri WHERE { ?uri <http://novelas-populares.org/paisDeNacimiento> <http://novelas-populares.org/pais_italia> . ?uri <http://novelas-populares.org/tieneGenero> <http://novelas-populares.org/genero_novela> . ?uri a <http://novelas-populares.org/Autor> }","308"
"126","¿Qué novelas publicadas en Valencia son originales en castellano?","¿Cuál es la <novela> cuya <ciudad de publicación> es <Valencia> y cuyo <idioma original> es <Castellano>?","SELECT DISTINCT ?uri WHERE { ?uri <http://novelas-populares.org/publicadaEnCiudad> <http://novelas-populares.org/ciudad_valencia> . ?uri <http://novelas-populares.org/tieneIdiomaOriginal> <http://novelas-populares.org/idioma_castellano> . ?uri a <http://novelas-populares.org/Novela> }","308"
"127","¿Qué autores argentinos están en la colección?","¿Cuál es el <autor> cuyo <país de nacimiento> es <Argentina>?","SELECT DISTINCT ?uri WHERE { ?uri <http://novelas-populares.org/paisDeNacimiento> <http://novelas-populares.org/pais_argentina> . ?uri a <http://novelas-populares.org/Autor> }","301"
"128","¿Qué autores cultivaron la novela y la ciencia ficción?","¿Cuál es el <autor> cuyo <género> es <novela> y también <ciencia ficción>?","SELECT DISTINCT ?uri WHERE { ?uri <http://novelas-populares.org/tieneGenero> <http://novelas-populares.org/genero_novela> . ?uri <http://novelas-populares.org/tieneGenero> <http://novelas-populares.org/genero_ciencia_ficcion> . ?uri a <http://novelas-populares.org/Autor> }","7"
"129","¿Qué novelas de autores estadounidenses se publicaron en Barcelona?","¿Cuál es la <novela> cuya <ciudad de publicación> es <Barcelona> y cuyo <autor> nació en <Estados Unidos>?","SELECT DISTINCT ?uri WHERE { ?uri <http://novelas-populares.org/publicadaEnCiudad> <http://novelas-populares.org/ciudad_barcelona> . ?uri <http://novelas-populares.org/tieneAutor> ?a . ?a <http://novelas-populares.org/paisDeNacimiento> <http://novelas-populares.org/pais_estados_unidos> . ?uri a <http://novelas-populares.org/Novela> }","3"
"130","¿Qué autores españoles cultivaron la novela y la poesía?","¿Cuál es el <autor> cuyo <país de nacimiento> es <España> y cuyo <género> es <novela> y también <poesía>?","SELECT DISTINCT ?uri WHERE { ?uri <http://novelas-populares.org/paisDeNacimiento> <http://novelas-populares.org/pais_espana> . ?uri <http://novelas-populares.org/tieneGenero> <http://novelas-populares.org/genero_novela> . ?uri <http://novelas-populares.org/tieneGenero> <http://novelas-populares.org/genero_poesia> . ?uri a <http://novelas-populares.org/Autor> }","308"
"131","¿Qué autores de novelas en húngaro cultivaron la dramaturgia?","¿Cuál es el <autor> de novelas cuyo <idioma original> es <Húngaro> y cuyo <género> es <dramaturgia>?","SELECT DISTINCT ?uri WHERE { ?x <http://novelas-populares.org/tieneIdiomaOriginal> <http://novelas-populares.org/idioma_hungaro> . ?x <http://novelas-populares.org/tieneAutor> ?uri . ?uri <http://novelas-populares.org/tieneGenero> <http://novelas-populares.org/genero_dramaturgia> }","3"
"132","¿Qué editoriales publicaron novelas de autores nacidos en Italia en Barcelona?","¿Cuál es la <editorial> de novelas cuyo <autor> nació en <Italia> y cuya <ciudad de publicación> es <Barcelona>?","SELECT DISTINCT ?uri WHERE { ?x <http://novelas-populares.org/tieneAutor> ?a . ?a <http://novelas-populares.org/paisDeNacimiento> <http://novelas-populares.org/pais_italia> . ?x <http://novelas-populares.org/publicadaEnCiudad> <http://novelas-populares.org/ciudad_barcelona> . ?x <http://novelas-populares.org/publicadaPor> ?uri . ?uri a <http://novelas-populares.org/Editorial> }","6"
"133","¿Qué novelas de autores nacidos en Estados Unidos están en la colección?","¿Cuál es la <novela> cuyo <autor> nació en <Estados Unidos>?","SELECT DISTINCT ?uri WHERE { ?uri <http://novelas-populares.org/tieneAutor> ?a . ?a <http://novelas-populares.org/paisDeNacimiento> <http://novelas-populares.org/pais_estados_unidos> . ?uri a <http://novelas-populares.org/Novela> }","3"
"134","¿Qué ciudades de publicación tienen las novelas de idioma original polaco?","¿Cuál es la <ciudad de publicación> de novelas cuyo <idioma original> es <Polaco>?","SELECT DISTINCT ?uri WHERE { ?x <http://novelas-populares.org/tieneIdiomaOriginal> <http://novelas-populares.org/idioma_polaco> . ?x <http://novelas-populares.org/publicadaEnCiudad> ?uri }","6"
"135","¿Qué editoriales publicaron novelas de autores nacidos en Alemania?","¿Cuál es la <editorial> de novelas cuyo <autor> nació en <Alemania>?","SELECT DISTINCT ?uri WHERE { ?x <http://novelas-populares.org/tieneAutor> ?a . ?a <http://novelas-populares.org/paisDeNacimiento> <http://novelas-populares.org/pais_alemania> . ?x <http://novelas-populares.org/publicadaPor> ?uri . ?uri a <http://novelas-populares.org/Editorial> }","6"
"136","¿Qué autores cultivaron la novela infantil?","¿Cuál es el <autor> cuyo <género> es <novela infantil>?","SELECT DISTINCT ?uri WHERE { ?uri <http://novelas-populares.org/tieneGenero> <http://novelas-populares.org/genero_novela_infantil> . ?uri a <http://novelas-populares.org/Autor> }","301"
"137","¿Qué novelas de la Editorial Sopena son originales en francés y se publicaron en Barcelona?","¿Cuál es la <novela> cuya <editorial> es <Editorial Sopena>, cuyo <idioma original> es <Francés> y cuya <ciudad de publicación> es <Barcelona>?","SELECT DISTINCT ?uri WHERE { ?uri <http://novelas-populares.org/publicadaPor> <http://novelas-populares.org/editorial_editorial_sopena> . ?uri <http://novelas-populares.org/tieneIdiomaOriginal> <http://novelas-populares.org/idioma_frances> . ?uri <http://novelas-populares.org/publicadaEnCiudad> <http://novelas-populares.org/ciudad_barcelona> . ?uri a <http://novelas-populares.org/Novela> }","308"
"138","¿Qué autores que cultivaron la novela policíaca nacieron en Francia?","¿Cuál es el <autor> cuyo <género> es <novela policíaca> y cuyo <país de nacimiento> es <Francia>?","SELECT DISTINCT ?uri WHERE { ?uri <http://novelas-populares.org/tieneGenero> <http://novelas-populares.org/genero_novela_policiaca> . ?uri <http://novelas-populares.org/paisDeNacimiento> <http://novelas-populares.org/pais_francia> . ?uri a <http://novelas-populares.org/Autor> }","308"
"139","¿Qué novelas de idioma original inglés publicó La Novela Ilustrada en Madrid?","¿Cuál es la <novela> cuya <editorial> es <La Novela Ilustrada>, cuyo <idioma original> es <Inglés> y cuya <ciudad de publicación> es <Madrid>?","SELECT DISTINCT ?uri WHERE { ?uri <http://novelas-populares.org/publicadaPor> <http://novelas-populares.org/editorial_la_novela_ilustrada> . ?uri <http://novelas-populares.org/tieneIdiomaOriginal> <http://novelas-populares.org/idioma_ingles> . ?uri <http://novelas-populares.org/publicadaEnCiudad> <http://novelas-populares.org/ciudad_madrid> . ?uri a <http://novelas-populares.org/Novela> }","308"
"140","¿Qué autores noruegos están en la colección?","¿Cuál es el <autor> cuyo <país de nacimiento> es <Noruega>?","SELECT DISTINCT ?uri WHERE { ?uri <http://novelas-populares.org/paisDeNacimiento> <http://novelas-populares.org/pais_noruega> . ?uri a <http://novelas-populares.org/Autor> }","301"
"141","¿Qué géneros tienen los autores que escribieron novelas de la Editorial Calleja en Madrid?","¿Cuál es el <género> del <autor> de novelas cuya <editorial> es <Editorial Calleja> y cuya <ciudad de publicación> es <Madrid>?","SELECT DISTINCT ?uri WHERE { ?x <http://novelas-populares.org/publicadaPor> <http://novelas-populares.org/editorial_editorial_calleja> . ?x <http://novelas-populares.org/publicadaEnCiudad> <http://novelas-populares.org/ciudad_madrid> . ?x <http://novelas-populares.org/tieneAutor> ?a . ?a <http://novelas-populares.org/tieneGenero> ?uri }","3"
